id,slug,year,shadow,details
61,concord-casimir,2018,1,
61,concord-casimir,2019,0,
61,concord-casimir,2020,1,
61,concord-casimir,2021,1,
61,concord-casimir,2022,0,
61,concord-casimir,2023,0,
61,concord-casimir,2024,1,
