id,slug,year,shadow,details
62,cluxatawney-henrietta,2019,0,
62,cluxatawney-henrietta,2020,0,
62,cluxatawney-henrietta,2021,0,
62,cluxatawney-henrietta,2022,0,
62,cluxatawney-henrietta,2023,0,
62,cluxatawney-henrietta,2024,0,
