id,slug,year,shadow,details
60,chuck-wood,2014,1.0,
60,chuck-wood,2015,,
60,chuck-wood,2016,,
60,chuck-wood,2017,,
60,chuck-wood,2018,,
60,chuck-wood,2019,1.0,
60,chuck-wood,2020,1.0,
60,chuck-wood,2021,1.0,
60,chuck-wood,2022,1.0,
60,chuck-wood,2023,0.0,
60,chuck-wood,2024,1.0,
